YBFMP,Date,Time,Station Code,Use sample code from FLIMS/WDL to connect field data and lab data,,,,,,DRIFT.COUNT,DRIFT.LIFE,,,,
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,21,Adults,4.30E-03,1.50E-03,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,4,Pupae,1.20E-03,<0.001,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,36,Adults,4.60E-03,1.70E-03,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Psychodidae,Aquatic Insect,3,Adults,<0.001,<0.001,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,44,Adults,1.08E-02,3.50E-03,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,7,Adults,6.20E-03,1.60E-03,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Lepidoptera,Terrestrial Insect,1,Adults,4.40E-03,1.70E-03,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Psocoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydroptilidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,02/08/2022,09:38,SHR,ES0222B0019,20220208_0938_SHR_DRIFT,DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,02/22/2022,09:52,STTD,ES0222B0025,20220222_0952_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,14,N/A,<0.001,<0.001,NA,N
YBFMP,02/22/2022,09:52,STTD,ES0222B0025,20220222_0952_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,2,Adults,1.70E-03,<0.001,NA,N
YBFMP,02/22/2022,09:52,STTD,ES0222B0025,20220222_0952_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,8,Adults,2.10E-03,<0.001,NA,N
YBFMP,02/22/2022,09:52,STTD,ES0222B0025,20220222_0952_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,02/22/2022,09:52,STTD,ES0222B0025,20220222_0952_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,6,Adults,1.80E-03,<0.001,NA,N
YBFMP,02/23/2022,10:01,SHR,ES0222B0027,20220223_1001_SHR_DRIFT,DRIFT,Drift Invertebrates,Acari,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,02/23/2022,10:01,SHR,ES0222B0027,20220223_1001_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,02/23/2022,10:01,SHR,ES0222B0027,20220223_1001_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,02/23/2022,10:01,SHR,ES0222B0027,20220223_1001_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,12,Adults,1.90E-03,1.40E-03,NA,N
YBFMP,02/23/2022,10:01,SHR,ES0222B0027,20220223_1001_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,53,Adults,1.28E-02,4.20E-03,NA,N
YBFMP,02/23/2022,10:01,SHR,ES0222B0027,20220223_1001_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,5,Adults,<0.001,<0.001,NA,N
YBFMP,02/23/2022,10:01,SHR,ES0222B0027,20220223_1001_SHR_DRIFT,DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Actinopterygii,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Acari,Unknown (Non-Insect),2,N/A,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,3,N/A,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,4,N/A,(not weighed),(not weighed),NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,1,N/A,5.00E-03,2.50E-03,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydraenidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Collembola,Terrestrial Non-Insect,21,Adults,1.30E-03,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,5,Adults,1.00E-03,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Ceratopogonidae,Aquatic Insect,2,Pupae,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,5,Larvae,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,49,Adults,1.02E-02,3.30E-03,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Tipulidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Caenidae,Aquatic Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,8,Nymphs,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,93,Adults,2.03E-02,6.20E-03,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,7,Adults,2.90E-03,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Lepidoptera,Unknown (Insect),1,Larvae,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Lepidoptera,Unknown (Insect),3,Adults,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,1,Nymphs,2.90E-03,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Trichoptera,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,1,N/A,2.50E-03,<0.001,NA,N
YBFMP,03/14/2022,09:27,STTD,ES0322B0033,20220314_0927_STTD_DRIFT,DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,13,N/A,<0.001,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,8,N/A,1.80E-03,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,7,Larvae,<0.001,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,2,Adults,<0.001,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydraenidae,Aquatic Insect,2,Adults,1.60E-03,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Collembola,Terrestrial Non-Insect,3,Adults,<0.001,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,5,Adults,2.10E-03,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,17,Larvae,1.60E-03,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Pupae,2.30E-03,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,42,Adults,5.30E-03,1.90E-03,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Culicidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Psychodidae,Aquatic Insect,3,Pupae,2.00E-03,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,3,Nymphs,<0.001,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,42,Adults,8.00E-03,3.40E-03,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,2,Nymphs,<0.001,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,13,Adults,2.20E-03,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Thysanoptera,Terrestrial Non-Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydroptilidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,03/15/2022,08:37,SHR,ES0322B0035,20220315_0837_SHR_DRIFT,DRIFT,Drift Invertebrates,Crangonyctidae,Aquatic Non-Insect,3,N/A,1.20E-03,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Actinopterygii,Aquatic Non-Insect,6,N/A,1.00E-03,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Acari,Terrestrial Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Araneae,Terrestrial Non-Insect,4,N/A,<0.001,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Limnesiidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Pionidae,Aquatic Non-Insect,91,N/A,6.50E-03,3.60E-03,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,7,N/A,(not weighed),(not weighed),NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Physidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Planorbidae,Aquatic Non-Insect,3,N/A,<0.001,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Amnicolidae,Aquatic Non-Insect,1,N/A,1.27E-02,8.80E-03,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Insect,9,N/A,<0.001,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Collembola,Terrestrial Non-Insect,3,Adults,<0.001,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Larvae,<0.001,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,2,Pupae,<0.001,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,9,Adults,2.50E-03,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,20,Nymphs,1.80E-03,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,13,Adults,2.00E-03,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,7,Nymphs,1.20E-03,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,2,Larvae,3.68E-02,8.50E-03,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Psocoptera,Terrestrial Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Corophiidae,Aquatic Non-Insect,13,N/A,2.40E-03,<0.001,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,10,N/A,9.60E-03,2.40E-03,NA,N
YBFMP,03/28/2022,08:01,STTD,ES0322B0041,20220328_0801_STTD_DRIFT,DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Pionidae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Physidae,Aquatic Non-Insect,2,N/A,8.19E-02,2.89E-02,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,2,Adults,1.40E-03,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Diptera,Terrestrial Insect,1,Adults,1.30E-03,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Ceratopogonidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,5,Larvae,1.70E-03,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,4,Pupae,<0.001,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,56,Adults,6.60E-03,2.80E-03,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Culicidae,Aquatic Insect,1,Larvae,<0.001,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,2,Nymphs,1.40E-03,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,6,Adults,1.60E-03,<0.001,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,20,Adults,2.30E-03,1.30E-03,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,2,Nymphs,3.03E-02,8.70E-03,NA,N
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Trichoptera,Aquatic Insect,2,Adults,<0.001,<0.001,NA,Y
YBFMP,03/29/2022,09:00,SHR,ES0322B0043,20220329_0900_SHR_DRIFT,DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,04/11/2022,08:05,STTD,ES0422B0049,20220411_0805_STTD_DRIFT,DRIFT,Drift Invertebrates,Actinopterygii,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,04/11/2022,08:05,STTD,ES0422B0049,20220411_0805_STTD_DRIFT,DRIFT,Drift Invertebrates,Acari,Unknown (Non-Insect),1,N/A,<0.001,<0.001,NA,N
YBFMP,04/11/2022,08:05,STTD,ES0422B0049,20220411_0805_STTD_DRIFT,DRIFT,Drift Invertebrates,Pionidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,04/11/2022,08:05,STTD,ES0422B0049,20220411_0805_STTD_DRIFT,DRIFT,Drift Invertebrates,Naididae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,04/11/2022,08:05,STTD,ES0422B0049,20220411_0805_STTD_DRIFT,DRIFT,Drift Invertebrates,Physidae,Aquatic Non-Insect,4,N/A,<0.001,<0.001,NA,N
YBFMP,04/11/2022,08:05,STTD,ES0422B0049,20220411_0805_STTD_DRIFT,DRIFT,Drift Invertebrates,Hydridae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,04/11/2022,08:05,STTD,ES0422B0049,20220411_0805_STTD_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,04/11/2022,08:05,STTD,ES0422B0049,20220411_0805_STTD_DRIFT,DRIFT,Drift Invertebrates,Corixidae,Aquatic Insect,1,Nymphs,<0.001,<0.001,NA,N
YBFMP,04/11/2022,08:05,STTD,ES0422B0049,20220411_0805_STTD_DRIFT,DRIFT,Drift Invertebrates,Coenagrionidae,Aquatic Insect,1,Nymphs,2.30E-03,<0.001,NA,N
YBFMP,04/11/2022,08:05,STTD,ES0422B0049,20220411_0805_STTD_DRIFT,DRIFT,Drift Invertebrates,Corophiidae,Aquatic Non-Insect,7,N/A,<0.001,<0.001,NA,N
YBFMP,04/11/2022,08:05,STTD,ES0422B0049,20220411_0805_STTD_DRIFT,DRIFT,Drift Invertebrates,Hyalellidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,04/11/2022,08:05,STTD,ES0422B0049,20220411_0805_STTD_DRIFT,DRIFT,Drift Invertebrates,Ostracoda,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,04/12/2022,08:26,SHR,ES0422B0051,20220412_0826_SHR_DRIFT,DRIFT,Drift Invertebrates,Actinopterygii,Aquatic Non-Insect,8,N/A,6.70E-03,1.70E-03,NA,N
YBFMP,04/12/2022,08:26,SHR,ES0422B0051,20220412_0826_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,04/12/2022,08:26,SHR,ES0422B0051,20220412_0826_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,1,Pupae,<0.001,<0.001,NA,N
YBFMP,04/12/2022,08:26,SHR,ES0422B0051,20220412_0826_SHR_DRIFT,DRIFT,Drift Invertebrates,Chironomidae,Aquatic Insect,11,Adults,1.00E-03,<0.001,NA,N
YBFMP,04/12/2022,08:26,SHR,ES0422B0051,20220412_0826_SHR_DRIFT,DRIFT,Drift Invertebrates,Hemiptera,Terrestrial Insect,1,Adults,<0.001,<0.001,NA,N
YBFMP,04/12/2022,08:26,SHR,ES0422B0051,20220412_0826_SHR_DRIFT,DRIFT,Drift Invertebrates,Hymenoptera,Terrestrial Insect,13,Adults,1.10E-03,<0.001,NA,N
YBFMP,04/12/2022,08:26,SHR,ES0422B0051,20220412_0826_SHR_DRIFT,DRIFT,Drift Invertebrates,Psocoptera,Terrestrial Insect,1,Adults,1.90E-03,<0.001,NA,N
YBFMP,4/26/2022,8:55,SHR,ES0422B0104,20220426_855_SHR_DRIFT,DRIFT,Drift Invertebrates,Actinopterygii,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,4/26/2022,8:55,SHR,ES0422B0104,20220426_855_SHR_DRIFT,DRIFT,Drift Invertebrates,Acari,Terrestrial Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,4/26/2022,8:55,SHR,ES0422B0104,20220426_855_SHR_DRIFT,DRIFT,Drift Invertebrates,Lebertiidae,Aquatic Non-Insect,4,N/A,2.4000000000001798E-3,<0.001,NA,N
YBFMP,4/26/2022,8:55,SHR,ES0422B0104,20220426_855_SHR_DRIFT,DRIFT,Drift Invertebrates,Mideopsidae,Aquatic Non-Insect,2,N/A,<0.001,<0.001,NA,N
YBFMP,4/26/2022,8:55,SHR,ES0422B0104,20220426_855_SHR_DRIFT,DRIFT,Drift Invertebrates,Pionidae,Aquatic Non-Insect,1,N/A,<0.001,<0.001,NA,N
YBFMP,4/26/2022,8:55,SHR,ES0422B0104,20220426_855_SHR_DRIFT,DRIFT,Drift Invertebrates,Coleoptera,Terrestrial Insect,6,Adults,3.2000000000000917E-3,<0.001,NA,N
YBFMP,4/26/2022,8:55,SHR,ES0422B0104,20220426_855_SHR_DRIFT,DRIFT,Drift Invertebrates,Dytiscidae,Aquatic Insect,4,Adults,1.1999999999998678E-3,<0.001,NA,N
